town,tornado_EF,tornado_start_lat,tornado_end_lat,tornado_start_long,tornado_end_long,latitude,longitude,archetype,located_in_historic_district,occupany_u,number_stories,year_built_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,first_floor_elevation_m,front_elevation_orientation,wall_length_side,wall_length_front,wall_thickness,roof_shape_u,roof_slope_u,construction_type_u,mwfrs_u_wall,mwfrs_u_roof,mwfrs_u_moment_frame,masonry_leaves,structural_wall_system_u,foundation_type_u,wall_anchorage_type_u,wall_substrate_u,wall_cladding_u,soffit_type_u,soffit_present_u,wall_fenesteration_per_front,wall_fenesteration_per_back,wall_fenesteration_per_right,wall_fenesteration_per_left,wall_fenestration_per_n,wall_fenestration_per_s,wall_fenestration_per_e,wall_fenestration_per_w,wall_fenesteration_protection_front,wall_fenesteration_protection_back,wall_fenesteration_protection_right,wall_fenesteration_protection_left,fenestration_protection_type_front,fenestration_protection_type_back,fenestration_protection_type_right,fenestration_protection_type_left,large_door_present_front,large_door_present_back,large_door_present_right,large_door_present_left,door_present_n,door_present_s,door_present_e,door_present_w,roof_system_u,r2wall_attachment_u,roof_substrate_type_u,roof_cover_u,repla,overhang_length_u,parapet_height_m,retrofit_year_u,retrofit_present_u,retrofit_type_u,hazards_present_u,foundation_failure_u,foundatio_failure_per_u,risk_category_16,building_low_rise,r2wall_attachment_o,foundation_failure_o,national_register_listing_year,buidling_use_before_tornado,buidling_use_after_tornado,buidling_use_plan_after_tornado,single_unit,multiple_unit,sub_national_heritage _list,property_of_local_significance,const_material_h_stone,const_material_h_brick,const_material_h_wood,const_material_h_mud,const_material_h_rf_masonry,const_material_h_rglr_stone,const_material_h_rf_conc,const_material_h_ir_stone,const_material_h_othr,const_material_v_stone,const_material_v_brick,const_material_v_wood,const_material_v_mud,const_material_v_rf_masonry,const_material_v_rglr_stone,const_material_v_rf_conc,const_material_v_ir_stone,const_material_v_othr,parking / storage facility,owner_individual,owner_business,owner_government,owner_ngo,owner_religious ,owner_unknown,building_in_use_during_tornado,building_use_during_tornado
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988672,-86.448975,3.0,yes,residential,1.0,1874.0,360.0,isolated,recessed,4.2,2.8,n,24.0,15.0,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,vinyl_panel,not_applicable,no,40.0,15.0,10.0,10.0,40.0,15.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,standing_seam_metal,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.987903,-86.447317,5.0,yes,residential,2.0,1890.0,226.0,isolated,recessed,9.0,2.8,n,17.5,13.5,0.22,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,wooden_sheathing_cont,weatherboard,un,yes,20.0,19.49742268041237,10.0,7.0,20.0,21.286956521739132,7.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.2,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988411,-86.446744,5.0,yes,residential,2.0,1869.0,213.0,isolated,recessed,8.5,3.0,n,13.0,21.0,un,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,wooden_sheathing_cont,weatherboard,wood,yes,35.0,20.0,10.0,15.0,35.0,20.0,15.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988861,-86.446039,19.0,yes,residential,2.0,1890.0,279.0,isolated,recessed,6.5,2.7,w,20.0,17.0,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,wooden_sheathing_cont,brick,wood,yes,25.0,19.49742268041237,25.0,25.0,25.0,25.0,18.54185022026432,25.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989281,-86.445581,19.0,yes,residential,2.0,1843.0,224.0,isolated,recessed,7.4,2.7,w,16.0,15.5,un,gable-hip_combo,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,wooden_sheathing_cont,brick,wood,yes,35.0,19.49742268041237,7.0,10.0,10.0,7.0,18.54185022026432,35.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.33,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989397,-86.445303,4.0,yes,residential,2.0,1895.0,140.0,isolated,recessed,7.4,2.7,w,13.3,10.25,0.22,hip,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_sheathing_cont,vinyl_panel,un,yes,15.0,19.49742268041237,15.592827004219409,5.0,5.0,21.286956521739132,18.54185022026432,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989472,-86.445178,2.0,yes,residential,2.0,1885.0,264.0,isolated,recessed,7.0,2.7,w,21.0,14.0,0.22,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,un,un,wooden_sheathing_cont,un,un,yes,33.0,15.0,15.592827004219409,15.564935064935066,22.19406392694064,21.286956521739132,15.0,33.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_un,un,un,asphalt,2,0.33,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989792,-86.444744,14.0,yes,assembly,1.0,1912.0,702.0,isolated,recessed,10.6,6.0,n,34.0,22.0,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,un,double_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,wood,yes,30.0,5.0,5.0,30.0,30.0,5.0,30.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,metal_un,2,0.75,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,assembly,assembly,assembly,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,yes,assembly
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989108,-86.444011,5.0,yes,residential,2.0,1880.0,187.0,isolated,recessed,7.4,2.8,s,11.6,16.25,0.22,gable,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,un,un,yes,25.0,10.0,10.0,15.0,10.0,25.0,10.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.2,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988844,-86.444517,5.0,yes,residential,2.0,1890.0,270.0,isolated,recessed,7.4,2.8,s,21.0,14.0,0.22,complex,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,wooden_sheathing_cont,weatherboard,un,yes,40.0,19.49742268041237,10.0,15.0,22.19406392694064,40.0,10.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.15,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988758,-86.444636,19.0,yes,residential,2.0,1890.0,185.0,isolated,recessed,7.4,2.8,s,17.0,12.0,un,gable,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,20.0,19.49742268041237,7.0,5.0,22.19406392694064,20.0,7.0,5.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.2,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988144,-86.445572,6.0,yes,residential,1.5,1885.0,280.0,isolated,recessed,8.0,3.0,s,23.0,15.5,un,complex,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,wood,yes,33.0,19.49742268041237,10.0,10.0,22.19406392694064,33.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.987786,-86.446086,19.0,yes,residential,2.0,1880.0,228.0,isolated,recessed,9.0,2.8,s,17.0,14.0,un,complex,45.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,30.0,25.0,15.0,15.564935064935066,25.0,30.0,15.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,standing_seam_metal,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.987428,-86.446594,4.0,yes,residential,2.0,1875.0,258.0,isolated,recessed,7.0,2.8,s,17.5,12.0,0.22,complex,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,un,un,yes,40.0,19.49742268041237,25.0,10.0,22.19406392694064,40.0,25.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.33,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.987092,-86.447047,1.0,yes,residential,1.5,1920.0,190.0,isolated,recessed,5.7,2.7,s,17.0,12.0,0.22,gable-hip_combo,30.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,un,un,yes,40.0,19.49742268041237,20.0,30.0,22.19406392694064,40.0,20.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,un,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.98665,-86.446794,5.0,yes,residential,2.0,1890.0,191.0,isolated,recessed,7.4,2.7,n,17.5,11.0,0.22,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,vinyl_panel,un,yes,15.0,19.49742268041237,10.0,20.0,15.0,21.286956521739132,20.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.15,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.986694,-86.446578,3.0,yes,residential,1.0,1895.0,290.0,isolated,recessed,6.4,2.7,n,21.0,14.0,0.2,gable-hip_combo,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,masonry_stem_wall,un,un,vinyl_panel,un,yes,35.0,19.49742268041237,15.592827004219409,5.0,35.0,21.286956521739132,5.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.986853,-86.446425,19.0,yes,residential,2.0,1890.0,196.0,isolated,recessed,8.5,2.8,n,19.5,12.5,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,un,un,un,brick,un,yes,30.0,19.49742268041237,15.0,15.0,30.0,21.286956521739132,15.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.2,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.987564,-86.445467,19.0,yes,residential,2.0,1907.0,212.0,isolated,recessed,9.5,3.0,n,20.5,12.5,un,complex,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,40.0,70.0,30.0,60.0,40.0,70.0,60.0,30.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.987739,-86.445181,19.0,yes,residential,2.0,1902.0,244.0,isolated,recessed,7.4,2.8,n,23.0,13.0,un,hip,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,wood,yes,50.0,10.0,15.0,30.0,50.0,10.0,30.0,15.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,yes,no,no,no,no,yes,wooden_rafters,un,dimensional_lumber,asphalt,3,0.33,0,un,yes,building_addition,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988578,-86.443706,13.0,yes,religious,2.0,1913.0,3836.0,isolated,recessed,12.7,3.0,e,72.0,62.5,un,complex,30.0,masonry_un,wall_diaphragm_masonry,un,un,single_leaf,masonry_block_unreinforced,stone,un,un,stone_ot,not_applicable,no,10.0,10.0,25.0,20.0,25.0,20.0,10.0,10.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,un,un,un,asphalt,2,0,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,religious,religious,religious,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,yes,religious
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.989328,-86.444325,5.0,yes,residential,2.0,1895.0,180.0,isolated,recessed,7.0,2.7,e,25.5,7.5,0.2,gable,45.0,wooden_light_frame,wall_diaphragm_wood,roof_diaphragm_wood,no,not_applicable,wood_frame,stone,un,un,un,un,yes,33.0,19.49742268041237,10.0,15.0,10.0,15.0,33.0,18.67234042553191,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.2,0,un,un,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
Bowling Green,subEF,36.9159,37.1157,-86.6185,-86.1509,36.988008,-86.445772,6.0,yes,residential,1.0,1890.0,212.0,isolated,recessed,4.2,3.0,w,13.0,15.5,un,gable,30.0,masonry_un,wall_diaphragm_masonry,roof_diaphragm_wood,no,single_leaf,solid_brick_wythe,stone,un,un,brick,un,yes,40.0,19.49742268041237,70.0,15.564935064935066,22.19406392694064,70.0,18.54185022026432,40.0,no,no,no,no,not_applicable,not_applicable,not_applicable,not_applicable,no,no,no,no,no,no,no,no,wooden_rafters,un,dimensional_lumber,asphalt,3,0.3,0,un,no,un,wind,0.0,0.0,2,yes,un,16.666666666666668,1979,residential,residential,residential,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,yes,residential
